Company,Country,Industry,Year,Rank,Revenue,Profits,Assets,Employees
ZF Friedrichshafen,Germany,Motor Vehicles & Parts,2022,310,45298.7,780.3,43614.2,"157,549"
Pegatron,Taiwan,"Electronics, Electrical Equip.",2022,311,45247.0,735.6,24419.8,"132,157"
Continental,Germany,Motor Vehicles & Parts,2022,312,45162.6,1720.3,40751.0,"190,875"
Nike,U.S.,Apparel,2022,313,44538.0,5727.0,37740.0,"73,300"
Bouygues,France,Engineering & Construction,2022,314,44507.7,1330.1,50758.0,"124,651"
China South Industries Group,China,Aerospace & Defense,2022,315,44374.4,736.5,61761.5,"162,498"
Deere,U.S.,Construction and Farm Machinery,2022,318,44024.0,5963.0,84114.0,"75,550"
George Weston,Canada,Food & Drug Stores,2022,319,43924.7,343.8,37287.6,"215,298"
American Express,U.S.,Diversified Financials,2022,320,43663.0,8060.0,188548.0,"64,000"
Shanghai Construction Group,China,Engineering & Construction,2022,321,43572.3,584.3,55692.7,"51,369"
Volvo,Sweden,Motor Vehicles & Parts,2022,323,43388.4,3821.9,56991.8,"89,195"
China Electronics,China,"Electronics, Electrical Equip.",2022,324,43118.4,-158.1,62094.3,"191,126"
Abbott Laboratories,U.S.,Medical Products and Equipment,2022,325,43075.0,7071.0,75196.0,"113,000"
China Huadian,China,Utilities,2022,326,42855.3,374.4,149250.3,"92,217"
StoneX Group,U.S.,Diversified Financials,2022,327,42534.2,116.3,18839.6,"3,242"
Shougang Group,China,Metals,2022,328,42090.3,210.5,81636.1,"96,432"
Plains GP Holdings,U.S.,Pipelines,2022,329,42078.0,60.0,29978.0,"4,100"
OMV Group,Austria,Petroleum Refining,2022,330,42037.9,2585.8,61168.3,"22,434"
Itau Unibanco Holding,Brazil,Banks: Commercial and Savings,2022,333,41174.6,4962.6,371471.2,"99,598"
SNCF Group,France,Railroads,2022,335,41088.4,1052.3,141810.1,"270,296"
Hangzhou Iron and Steel Group,China,Metals,2022,336,41008.5,349.8,14132.9,"11,179"
Chubb,Switzerland,Insurance: Property and Casualty (Stock),2022,338,40963.0,8539.0,200054.0,"31,000"
Jinchuan Group,China,Metals,2022,339,40957.8,964.9,19009.2,"29,100"
La Poste,France,"Mail, Package, and Freight Delivery",2022,340,40919.4,2446.2,905467.0,"244,980"
J. Sainsbury,Britain,Food & Drug Stores,2022,342,40831.7,924.7,35389.3,"117,000"
Enterprise Products Partners,U.S.,Pipelines,2022,343,40806.9,4637.7,67525.6,"6,911"
ThyssenKrupp,Germany,Metals,2022,344,40647.9,-137.4,42612.4,"101,275"
UBS Group,Switzerland,Banks: Commercial and Savings,2022,345,40638.0,7457.0,1117182.0,"71,385"
Taikang Insurance Group,China,"Insurance: Life, Health (Mutual)",2022,346,40607.7,3826.3,209344.6,"58,853"
TIAA,U.S.,"Insurance: Life, Health (Mutual)",2022,347,40526.4,4060.7,698190.8,"15,065"
Oracle,U.S.,Computer Software,2022,348,40479.0,13746.0,131107.0,"132,000"
Quanta Computer,Taiwan,"Computers, Office Equipment",2022,349,40439.7,1204.9,25892.0,"91,313"
Deutsche Bank,Germany,Banks: Commercial and Savings,2022,350,40187.5,2897.9,1506189.6,"82,969"
Mitsubishi Electric,Japan,"Electronics, Electrical Equip.",2022,351,39851.7,1811.4,42072.1,"145,696"
Banco Bilbao Vizcaya Argentaria,Spain,Banks: Commercial and Savings,2022,352,39806.8,5501.4,753700.2,"110,432"
Daiwa House Industry,Japan,Engineering & Construction,2022,354,39520.4,2005.4,45479.5,"48,831"
Thermo Fisher Scientific,U.S.,"Scientific, Photogrpahic, & Control Equipment",2022,355,39211.0,7725.0,95123.0,"129,000"
New Hope Holding Group,China,Food Production,2022,356,39168.9,335.8,58946.5,"130,887"
Koç Holding,Turkey,Energy,2022,357,39014.3,1709.7,77017.7,"105,908"
JFE Holdings,Japan,Metals,2022,358,38858.1,2564.3,43554.1,"64,296"
Coca-Cola,U.S.,Beverages,2022,359,38655.0,9771.0,94354.0,"79,000"
Guangzhou Municipal Construction Group,China,Engineering & Construction,2022,360,38624.0,144.9,28162.7,"43,052"
General Dynamics,U.S.,Aerospace & Defense,2022,361,38469.0,3257.0,50073.0,"103,100"
CHS,U.S.,Food Production,2022,362,38448.0,554.0,17576.3,"9,941"
Beijing Jianlong Heavy Industry Group,China,Metals,2022,363,38356.6,556.6,26449.5,"57,568"
China National Nuclear,China,Energy,2022,364,38327.5,1186.2,161376.6,"181,100"
ACS,Spain,Engineering & Construction,2022,365,38316.6,3600.7,40550.4,"105,553"
Toronto-Dominion Bank,Canada,Banks: Commercial and Savings,2022,366,38274.8,11367.3,1394315.2,"89,464"
L'Oréal,France,Household and Personal Products,2022,367,38174.7,5435.3,48906.2,"85,412"
Energie Baden-Württemberg,Germany,Utilities,2022,368,38009.5,429.4,81037.6,"24,519"
LG Chem,South Korea,Chemicals,2022,369,37829.9,3206.9,43028.0,"40,000"
Tata Motors,India,Motor Vehicles & Parts,2022,370,37797.2,-1536.2,43575.4,"73,608"
ELO Group,France,Food & Drug Stores,2022,371,37677.4,406.7,24093.0,"153,005"
Shenzhen Investment Holdings,China,Diversified Financials,2022,372,37599.3,1649.2,147159.5,"86,030"
Barclays,Britain,Banks: Commercial and Savings,2022,374,37561.8,9872.8,1874737.2,"81,600"
Enbridge,Canada,Pipelines,2022,375,37548.6,4937.0,133732.5,"11,950"
Meiji Yasuda Life Insurance,Japan,"Insurance: Life, Health (Mutual)",2022,377,37515.7,1618.4,397022.9,"48,179"
USAA,U.S.,Insurance: Property and Casualty (Stock),2022,379,37469.6,3300.0,210676.5,"37,335"
AstraZeneca,Britain,Pharmaceuticals,2022,381,37417.0,112.0,105363.0,"83,100"
KB Financial Group,South Korea,Banks: Commercial and Savings,2022,382,37197.4,3853.3,558637.4,"26,187"
Sompo Holdings,Japan,Insurance: Property and Casualty (Stock),2022,383,37098.7,2001.5,113564.2,"47,776"
Cenovus Energy,Canada,"Mining, Crude-Oil Production",2022,384,36979.1,468.3,42847.9,"5,938"
CRRC Group,China,Industrial Machinery,2022,385,36963.9,888.9,75294.5,"172,869"
Jingye Group,China,Metals,2022,386,36882.1,891.0,12190.7,"31,000"
Northwestern Mutual,U.S.,"Insurance: Life, Health (Mutual)",2022,387,36751.2,977.8,334653.8,"7,585"
Sumitomo Mitsui Financial Group,Japan,Banks: Commercial and Savings,2022,388,36596.9,6290.4,2122598.0,"101,023"
Nucor,U.S.,Metals,2022,389,36483.9,6827.5,25823.1,"28,800"
Hyundai Mobis,South Korea,Motor Vehicles & Parts,2022,390,36441.8,2055.6,43320.2,"33,702"
Magna International,Canada,Motor Vehicles & Parts,2022,392,36242.0,1514.0,29086.0,"158,000"
CK Hutchison Holdings,China,Specialty Retailers,2022,393,36133.9,4308.1,155670.1,"300,000"
Phoenix Pharma,Germany,Wholesalers: Health Care,2022,394,36106.6,208.0,12055.4,"33,205"
Massachusetts Mutual Life Insurance,U.S.,"Insurance: Life, Health (Mutual)",2022,395,35899.5,319.3,383292.4,"10,052"
Jardine Matheson,China,Motor Vehicles & Parts,2022,397,35862.0,1881.0,91489.0,"400,000"
Raizen,Brazil,Petroleum Refining,2022,398,35857.5,590.3,21234.2,"30,359"
Northrop Grumman,U.S.,Aerospace & Defense,2022,399,35667.0,7005.0,42579.0,"88,000"
TongLing Nonferrous Metals Group,China,Metals,2022,400,35511.2,49.9,14620.6,"20,164"
3M,U.S.,Chemicals,2022,402,35355.0,5921.0,47072.0,"95,000"
British American Tobacco,Britain,Tobacco,2022,403,35321.6,9353.0,186033.4,"54,365"
Mizuho Financial Group,Japan,Banks: Commercial and Savings,2022,404,35279.1,4722.3,1952608.0,"52,464"
Haier Smart Home,China,"Electronics, Electrical Equip.",2022,405,35278.2,2025.8,34234.3,"104,874"
Olam Group,Singapore,Wholesalers: Food and Grocery,2022,406,34987.1,511.0,23785.7,"62,548"
Zijin Mining Group,China,Metals,2022,407,34897.8,2429.8,32838.7,"43,876"
Aisin,Japan,Motor Vehicles & Parts,2022,409,34872.7,1263.5,34641.3,"117,177"
Travelers,U.S.,Insurance: Property and Casualty (Stock),2022,410,34816.0,3662.0,120466.0,"30,492"
China Datang,China,Energy,2022,411,34699.8,-2903.9,130691.3,"91,005"
Shudao Investment Group,China,Engineering & Construction,2022,413,34549.4,428.3,157911.4,"49,493"
China National Aviation Fuel Group,China,Trading,2022,414,34519.2,430.3,10848.3,"13,877"
Arrow Electronics,U.S.,Wholesalers: Electronics and Office Equipment,2022,415,34477.0,1108.2,19535.5,"20,700"
Honeywell International,U.S.,"Electronics, Electrical Equip.",2022,417,34392.0,5542.0,64470.0,"99,000"
Mitsubishi Heavy Industries,Japan,Industrial Machinery,2022,418,34363.9,1010.7,42141.0,"77,991"
Dollar General,U.S.,Specialty Retailers,2022,419,34220.4,2399.2,26327.4,"163,000"
Schneider Electric,France,"Electronics, Electrical Equip.",2022,420,34175.3,3788.2,62019.9,"128,000"
Hunan Iron & Steel Group,China,Metals,2022,421,34061.2,1268.5,21604.1,"33,764"
Siemens Energy,Germany,Energy,2022,423,34036.0,-541.3,51097.6,"92,000"
Orlen,Poland,Petroleum Refining,2022,424,34026.3,2881.4,26489.8,"35,424"
ING Group,Netherlands,Banks: Commercial and Savings,2022,425,33851.4,7036.1,1079297.3,"57,660"
Veolia Environnement,France,Utilities,2022,427,33706.1,478.0,60348.9,"169,741"
Coop Group,Switzerland,Food & Drug Stores,2022,428,33649.2,611.7,23681.4,"82,697"
Qualcomm,U.S.,Semiconductors and Other Electronic Components,2022,429,33566.0,9043.0,41240.0,"45,000"
Shanghai Pharmaceuticals Holding,China,Wholesalers: Health Care,2022,430,33459.4,789.6,25729.4,"47,056"
Shanxi Coking Coal Group,China,"Mining, Crude-Oil Production",2022,431,33380.0,-426.7,71503.7,"202,079"
SAP,Germany,Computer Software,2022,433,32918.5,6214.3,80919.2,"107,415"
BYD,China,Motor Vehicles & Parts,2022,436,32758.0,472.1,46564.2,"288,186"
Rajesh Exports,India,Trading,2022,437,32649.5,135.4,3152.1,181
Inditex,Spain,Specialty Retailers,2022,438,32572.2,3811.2,32441.6,"165,042"
Banco Bradesco,Brazil,Banks: Commercial and Savings,2022,439,32556.4,4297.3,300804.7,"79,507"
S.F. Holding,China,Transportation and Logistics,2022,441,32120.3,661.8,33044.2,"177,129"
Capital One Financial,U.S.,Banks: Commercial and Savings,2022,443,32033.0,12390.0,432381.0,"50,767"
Guangxi Investment Group,China,Diversified Financials,2022,445,31962.1,78.9,105327.0,"35,369"
Suzuki Motor,Japan,Motor Vehicles & Parts,2022,449,31765.4,1427.4,34224.1,"69,193"
Migros Group,Switzerland,Food & Drug Stores,2022,450,31657.8,732.0,85619.2,"73,546"
TD Synnex,U.S.,Wholesalers: Electronics and Office Equipment,2022,451,31614.2,395.1,27666.4,"27,000"
Philip Morris International,U.S.,Tobacco,2022,454,31405.0,9109.0,41290.0,"69,600"
World Kinect,U.S.,Energy,2022,455,31337.0,73.7,5942.4,"4,414"
Bank of Nova Scotia,Canada,Banks: Commercial and Savings,2022,456,31226.2,7651.3,955673.5,"89,488"
Suncor Energy,Canada,Petroleum Refining,2022,457,31190.9,3285.7,66317.4,"16,922"
Shandong Hi-Speed Group,China,Transportation and Logistics,2022,458,31135.8,685.7,179339.8,"52,407"
CRH,Ireland,"Building Materials, Glass",2022,460,30981.0,2565.0,44670.0,"77,400"
Linde,Britain,Chemicals,2022,463,30798.0,3826.0,81605.0,"72,327"
Banco do Brasil,Brazil,Banks: Commercial and Savings,2022,465,30601.7,3401.9,340976.3,"84,597"
Guangzhou Pharmaceutical Holdings,China,Pharmaceuticals,2022,467,30466.4,320.0,11349.5,"34,730"
Performance Food Group,U.S.,Wholesalers: Food and Grocery,2022,468,30398.9,40.7,7845.7,"22,885"
Shanghai Delong Steel Group,China,Metals,2022,469,30343.0,787.8,19514.7,"46,054"
GS Caltex,South Korea,Petroleum Refining,2022,470,30181.7,919.1,19843.5,"3,259"
Samsung C&T,South Korea,Trading,2022,474,30108.9,1428.8,46486.4,"15,331"
CPC,Taiwan,Petroleum Refining,2022,475,30021.2,-1406.6,30392.0,"16,366"
X5 Retail Group,Netherlands,Food & Drug Stores,2022,477,29921.7,580.0,17164.8,"340,928"
Delta Air Lines,U.S.,Airlines,2022,478,29899.0,280.0,72459.0,"83,000"
American Airlines Group,U.S.,Airlines,2022,479,29882.0,-1993.0,66467.0,"123,400"
Netflix,U.S.,Entertainment,2022,481,29697.8,5116.2,44584.7,"11,300"
Metro,Germany,Wholesalers: Food and Grocery,2022,482,29594.2,-66.9,14839.3,"86,527"
US Foods Holding,U.S.,Wholesalers: Food and Grocery,2022,485,29487.0,164.0,12521.0,"28,000"
Jabil,U.S.,Semiconductors and Other Electronic Components,2022,490,29285.0,696.0,16654.0,"238,000"
Starbucks,U.S.,Food Services,2022,492,29060.6,4199.3,31392.6,"383,000"
Mondelez International,U.S.,Food Consumer Products,2022,498,28720.0,4300.0,67092.0,"79,000"

